"name"	"type"	"edition"	"rarity"	"value"	"suit"	"cost"	"upkeep"	"control"	"influence"	"bullet"	"stud"	"start"	"outfit"	"text"
"The Jaded Jackalope"	"deeds"	"Ash"	"U"	10		2	2				"no"			"Private. Strike"
"Fate's Warning Strike"	"deeds"	"Ash"	"R"	3		7	3	2			"no"			"Private. Strike"
"Art Gallery"	"deeds"	"Ash"	"U"	9		2	0				"no"			"Private. Government Dudes in the Art Gallery have their Upkeep cost reduced by 1."
"Leather And Saddle Shop"	"deeds"	"Ash"	"C"	"K"		2	1				"no"			"Private"
"Jeweler"	"deeds"	"Ash"	"C"	"Q"		3	1	1			"no"			"Private The Jeweller's controller has additional total Influence during Nightfall equal to the number of Dudes he or she controls with a value greater than 9."
"Tea And Tobacco Shop"	"deeds"	"Ash"	"R"	7		6	1				"no"			"Public When the Tea and Tobacco Shop enters play, get any 3 cards from your deck and/or discard pile and put them face down under the Shop. If the Shop leaves play or changes ownership, ace the cards under the Shop. Owner Noon: If you are the controller, pay 5 ghost rock to take a card from under the Shop and add it to your Play hand."
"Elijah's Parish"	"deeds"	"Ash"	"C"	10		3	0	1			"no"			"Private"
"Toy Shop"	"deeds"	"Ash"	"C"	"J"		3	1				"no"			"Public The Toy Shop gains a +1 Control Point bonus when adjacent to the Candy Shop."
"Wyrm Hill"	"deeds"	"Ash"	"R"	"A"		6	1	1			"no"			"Public. Out of Town The controller's Abominations gain a +1 Bullet bonus."
"Leaning Rock Strike"	"deeds"	"Ash"	"C"	2		4	1	1			"no"			"Private. Strike Immediately after an Event resolves, all Dudes at the Leaning Rock Strike go home, booted."
"Road House"	"deeds"	"Ash"	"C"	"J"		2	0	1			"no"			"Public. Out of Town"
"Hundred Yearling Ranch"	"deeds"	"Ash"	"U"	"Q"		3	2				"no"			"Private. Out of Town Controller Reaction: When you bring a Dude into play, you may immediately attach a non-Gadget horse from your Play hand to that Dude, paying all costs as normal."
"Bleeding Vein"	"deeds"	"Ash"	"R"	"A"		7	2	2			"no"			"Private. Strike At the end of Nightfall, boot all Dudes at the Bleeding Vein."
"Candlestick Maker"	"deeds"	"Ash"	"C"	8		2	1				"no"			"Private"
"Rounders Diamond"	"deeds"	"Ash"	"U"	8		4	0	1			"no"			"Public Dudes aced in a shootout at this location are not aced but go home booted instead. Reduce the Influence of those Dudes to 0 until after Nightfall."
"New Dunwitch Casino"	"deeds"	"Ash"	"R"	5		7	2	2			"no"			"Public. Casino Terrors in the New Dunwitch Casino gain a +1 Influence bonus during Nightfall."
"Derailed Cafe"	"deeds"	"Ash"	"U"	9		4	2				"no"			"Public Dudes in this location do not have to boot to join posses in adjacent locations."
"Toll Bridge"	"deeds"	"Ash"	"U"	7		3	0				"no"			"Public. Out of Town Noon: Pay 1 ghost rock to move one of your Dudes from one out-of-town location to another."
"Fine China Shop"	"deeds"	"Ash"	"C"	8		2	1	1			"no"			"Private The Fine China Shop is discarded immediately after any shootout ends at this location."
"Cerulean Cove Mining Operation"	"deeds"	"Ash"	"R"	4		10	5	3			"no"			"Private. Strike"
"Nolan's Smithy"	"deeds"	"Ash"	"C"	6		5	2				"no"			"Private Controller Noon: Get one non-Gadget horse from your discard pile and put it in your Play hand."
"Nick's And Nack's"	"deeds"	"Ash"	"R"	7		5	2	1			"no"			"Public Controller Noon: Boot all Dudes at this location."
"Mosley's Maw"	"deeds"	"Ash"	"U"	5		5	3	1			"no"			"Private. Strike"
"O'Reilly's Five & Dime"	"deeds"	"E4E"	"R"			6	1	1			"no"			"Public Controller Noon: Pay 1 ghost rock to target a Goods or Spell in your Boot Hill. Shuffle that card into your deck."
"The C.S.A. Ourobouros"	"deeds"	"E4E"	"R"	3		10	2	3			"no"			"Private. Government Agency Dudes may not move to this Location. The ghost rock cost to bring this Deed into play is reduced by 2 if you are a Texas Rangers player."
"Blasted Prairie"	"deeds"	"E4E"	"U"	8		4	1	1			"no"			"Private. Out of Town Controller Noon: Target a skilled Dude at this location. That Dude's skill is doubled for his or her next Skill Check this turn. After that Skill Check, the Dude loses the skill until after Nightfall."
"Exploratory Trench"	"deeds"	"E4E"	"C"	2		8	5	1			"no"			"Non-Unique. Private. Out of Town The ghost rock cost of the Exploratory Trench is increased by 1 for each Exploratory Trench already in play."
"Registry"	"deeds"	"E4E"	"U"	7		4	1	1			"no"			"Public. Government Controller Reaction: Boot the Registry immediately before the Upkeep Phase and target a Deed. The owner of that Deed controls it until after Nightfall, regardless of Influence totals."
"Confessional"	"deeds"	"E4E"	"U"	"K"		3	1				"no"			"Public. Holy Ground Wanted Dudes are not considered Wanted while at this location."
"New Pony Express Office"	"deeds"	"E4E"	"R"	5		6	1	1			"no"			"Private. Experienced Pony Express When this Deed enters play, target an out of town Deed. While this Deed is in play, the target Deed is considered to be adjacent and in-town."
"Deep in the Earth Shaft"	"deeds"	"E4E"	"C"	"Q"		4	1				"no"			"Private. Strike Controller Reaction: Immediately after a Dude at this location is aced, increase the Production of this Deed by 1, permanently."
"Prison Factory"	"deeds"	"E4E"	"R"	8		5	1	1			"no"			"Private. Out of Town. Government The Factory has +1 additional production for each Dude who is out of play in the Jail."
"Power Plant"	"deeds"	"E4E"	"C"	7		6	1	1			"no"			"Private While this Deed is at either end of your Street, its Production is increased by 2."
"Elephant Hill Mausoleum"	"deeds"	"E4E"	"U"	8		5	1	1			"no"			"Private When the Mausoleum controller's Harrowed Dudes are aced, that player performs the Harrowed pull from his or her own deck."
"Salvage Operation"	"deeds"	"E4E"	"U"	"J"		3	1				"no"			"Public. Dudes at this location may always attach Goods, regardless of who controls the Salvage Operation. Controller Reaction: Perform this action immediately before you attach a Goods card to one of your Dudes at this Deed. Discard another Goods card attached to that Dude to produce ghost rock equal to half the discarded Good's cost (rounded up)."
"Watering Hole"	"deeds"	"E4E"	"C"	4		6	2	1			"no"			"Non-Unique. Public. Saloon Dudes moving to the Watering Hole are booted."
"Prospectus' Secret Workshop"	"deeds"	"E4E"	"R"	"Q"		4	0	1			"no"			"Private. Players other than the owner must discard a card from their Play hand to move a Dude to the Workshop. Controller Noon: Target a Mad Scientist at this location. His or her Mad Scientist skill is increased by +2 until after Nightfall."
"The Perch"	"deeds"	"E4E"	"C"	"A"		5	2	1			"no"			"Public. Out of Town. Brothel. Saloon Controller Noon: Unboot all dudes at this location."
"Ammunitionist"	"deeds"	"E4E"	"U"	"K"		3					"no"			"Private Controller Noon: Boot this Deed to target a Bullet card in your Boot Hill. Move that card to your discard pile. Controller Noon: Boot this Deed to target a Bullet card in your discard pile. Shuffle that card into your deck."
"Strikers' Shaft"	"deeds"	"E4E"	"C"	2		6	3	1			"no"			"Non-Unique. Private. Strike Dudes with 0 Influence have 1 Influence for determining control of this Deed."
"Freak Show"	"deeds"	"E4E"	"U"	"A"		5	3	2			"no"			"Public After each Upkeep Phase, the Freak Show's Production and Control Points are reduced by 1, permanently. If this Deed ever has a production of 0, it is removed from play and no other copies can be played for the rest of the game. Terrors have a +1 Influence bonus while at the Freak Show."
"Bloodsport Arena"	"deeds"	"E4E"	"C"	10		5	0	2			"no"			"Private Control of the Arena is determined using Bullet ratings instead of Influence.Controller Noon: Target two Dudes at this location controlled by different players. Those Dudes start a shootout which other Dudes cannot join. All cards attached to those Dudes are considered blank until the end of the shootout."
"Channel Fort"	"deeds"	"E4E"	"R"	3		10	2	3			"no"			"Private. Government Texas Rangers Dudes may not move to this Location. The ghost rock cost to bring this Deed into play is reduced by 2 if you are an Agency player."
"2nd Bank of Gomorra"	"deeds"	"MoH"	"U"	6	"D"	8	2	2	0		"no"			"Private"
"The T and Q Cattle Ranch"	"deeds"	"MoH"	"C"	5	"D"	5	2	1	0		"no"			"Private. Out of Town"
"Sweetrock Smoking Lounge"	"deeds"	"MoH"	"R"	"A"	"D"	6	3	2	0		"no"			"PrivateNon-Sweetrock Dudes have their Influence reduced by 1 (minimum 0) while in the Sweetrock Smoking Lounge."
"Holmes' Workshop"	"deeds"	"MoH"	"R"	2	"D"	5	1	0	0		"no"			"PrivateAll Gadget Weapons made by a Mad Scientist at this location have their ghost rock cost and Difficulty reduced by 2 until after Nightfall. Each Mad Scientist can attempt to create one Gadget per turn without booting while at Holmes' Workshop (additional Gadgets require booting as usual)."
"1st Baptist Church of Gomorra"	"deeds"	"MoH"	"C"	8	"D"	4	1	1	0		"no"			"Public. Holy GroundMiracles being performed by a Dude at this location have their Difficulty lowered by 2."
"New Town Hall"	"deeds"	"MoH"	"C"	3	"D"	4	0	"*"	0		"no"			"Public. Whenever the current controller loses control of the New Town Hall or the New Town Hall leaves play, the controller loses all Town Hall Victory Points. The New Town Hall's controller is always the player with the most Influence at it, regardless of other card effects.Controller Noon: Gain 1 Town Hall Victory Point."
"Fortune-Teller's Shop"	"deeds"	"MoH"	"R"	2	"D"	4	1	0	0		"no"			"PrivateController Noon: Look at the top card of any deck."
"The Lode"	"deeds"	"MoH"	"R"	"A"	"D"	6	"*"	"*"	0		"no"			"Public. Strike. In TownWhen The Lode enters play, put a token on it. Before each High Noon, add a token. The Lode's Control Points and Production are equal to its number of tokens. The Lode's controller collects its Production even if not the owner. The Lode's controller is always the player with the most Influence at it, regardless of card effects."
"The Labyrinth Mine"	"deeds"	"MoH"	"C"	6	"D"	5	3	1	0		"no"			"Private. Strike"
"Extra Room"	"deeds"	"MoH"	"C"	7	"D"	1	0	0	0		"no"			"Private. Non-Unique ImprovementAttach the Extra Room to a Deed you own when the Extra Room enters play. While the Extra Room is attached, that Deed has its final Production increased by 1 (if it has Production greater than 0). If the Deed is descarded or aced, so is the Extra Room. There can be any number or Extra Rooms in play. Card memory does not apply to the Extra Room."
"Run-Down Lot"	"deeds"	"MoH"	"C"	6	"D"	1	0	0	0		"no"			"PublicWhen the Run-Down Lot enters play, you can put it on one of your opponents' streets. The Deeds adjacent to the Run-Down Lot have a -1 Production penalty. A player with the Run-Down Lot on his or her street can boot a Dude at the Run-Down Lot as a Noon action to discard the Run-Down Lot."
"The Steam Tunnel Lode"	"deeds"	"MoH"	"C"	"Q"	"D"	2	2	0	0		"no"			"Private. Strike"
"The Side Pocket Billiard Hall"	"deeds"	"MoH"	"C"	4	"D"	4	1	1	0		"no"			"Public. Saloon. Billiard HallController Noon: Pay an amount of ghost rock equal to The Side Pocket Billiard Hall's cost. You are now considered the owner of The Side Pocket Billiard Hall until the end of the game."
"Fountain"	"deeds"	"MoH"	"C"	9	"D"	7	1	0	0		"no"			"Non-Unique. PublicDeeds adjacent to the Fountain are each worth 1 extra Control Point."
"Guard Dog House"	"deeds"	"MoH"	"C"	"J"	"D"	1	0	0	0		"no"			"Private. ImprovementAttach the Guard Dog House to a Deed you own when the Guard Dog House enters play. While the Guard Dog House is attached, Dudes with a Bullet rating less than 2 cannot move to that Deed. If the Deed is discarded or aced, so is the Guard Dog House."
"Theatre"	"deeds"	"MoH"	"R"	8	"D"	5	1	1	0		"no"			"PublicAll Hucksters the controller is bringing into play have their ghost rock cost decreased by 2."
"Elysium Fields Mine"	"deeds"	"MoH"	"R"	4	"D"	9	5	2	0		"no"			"Private. Strike"
"The Back Room"	"deeds"	"MoH"	"C"	5	"D"	1	0	0	0		"no"			"Private. Non-UniqueWhen The Back Room enters play, place it behind an in-town Deed you own. The Back Room is adjacent only to the Deed to which it is attached unless adjacency is granted by a card effect. Dudes can only move into The Back Room from an adjacent location."
"Bottleneck Mine"	"deeds"	"MoH"	"C"	"J"	"D"	0	1	0	0		"no"			"Private. Strike"
"New Moon Saloon"	"deeds"	"MoH"	"U"	7	"D"	8	2	1	0		"no"			"Public. SaloonThe New Moon Saloon counts as the Old Moon Saloon for uniqueness. The New Moon Saloon's ghost rock cost is reduced by 1 for each Mad Scientist in play."
"Secret Lab"	"deeds"	"MoH"	"R"	5	"D"	6	0	1	0		"no"			"Private. You must boot one of your Mad Scientists to bring the Secret Lab into play. Non-Mad-Scientist Dudes cannot move to the Secret Lab except by card effect. All Mad Scientists have a +1 Mad Scientist bonus while at the Secret Lab."
"Bookstore"	"deeds"	"MoH"	"R"	9	"D"	6	0	0	0		"no"			"PrivateController Noon: Pay 3 ghost rock and discard a card from your hand. Get any one Spell from your deck, show it to the other players, and put it in your hand. Shuffle the deck."
"Miss Greene's Room"	"deeds"	"MoH"	"U"	3	"D"	9	3	2	0		"no"			"Public. Brothel. CasinoDudes with less than 1 Influence cannot move to Miss Greene's Room."
"The Cooper"	"deeds"	"MoH"	"C"	"Q"	"D"	4	2	0	0		"no"			"Public"
"Whisky Nick's Joint"	"deeds"	"MoH"	"C"	"J"	"D"	3	1	0	0		"no"			"Private. SaloonController Noon: One of your Dudes (your choice) at Whiskey Nick's Joint gains a +1 Bullet bonus and is a Stud until after Nightfall."
"Hunter's Moon Strike"	"deeds"	"MoH"	"C"	10	"D"	4	2	1	0		"no"			"Private. Strike"
"Tack and Harness Shop"	"deeds"	"MoH"	"C"	"K"	"D"	2	1	0	0		"no"			"PrivateController Reaction: Gain 1 ghost rock when a Horse comes into play."
"Razor-Cliff Mine"	"deeds"	"MoH"	"C"	"K"	"D"	3	2	0	0		"no"			"Private. Non-Unique Strike"
"Bat's Breath Mine"	"deeds"	"MoH"	"C"	"J"	"D"	4	2	1	0		"no"			"Private. StrikeAll Dudes have their Bullet rating and Influence reduced by 1 (minimum 0) while at the Bat's Breath Mine."
"Burial Ground"	"deeds"	"PB"	"FR"	4	"D"	2	1	1	0		"no"			"Out of Town. Private. The Burial Ground is worth +1 Control Point if controlled by a Sioux player. Hexes and Miracles have their Difficulty raised by 4 when performed by a Dude at this location, and Spirits have their Difficulty lowered by 2 when performed by a Dude at this location."
"California Queen"	"deeds"	"PB"	"FR"	6	"D"	6	1	1	0		"no"			"River Boat. Casino. Saloon. Out of Town. Public. This Deed is considered adjacent to all Strikes in play. Any Dude not controlled by the California Queen's owner who moves to the Queen must pay 1 Ghost Rock to the Queen's owner."
"Big Doc's Casino"	"deeds"	"PRO"	"P"	2	"D"	5	1	1	0	0	"no"			"Public * Casino * Controller Reaction: Before hands are drawn during the Gambling Phase, all players must ante 1 additional or 1 less ghost rock - your choice. (Players can borrow from the Bank if necessary but must repay immediately, as when borrowing for ante.)"
"Seventh-Sign Strike"	"deeds"	"Rev"	"R1"	5		13	8	3			"no"			"Private Strike Each non-Terror, non-Blessed Dude at the Seventh-Sign Strike has a -2 Bullet penalty (minimum 0) and has his or her value lowered by 3. If a Dude's value drops under A at the Seventh-Sign Strike, ace the Dude."
"Archaeological Dig"	"deeds"	"Rev"	"C"	10		2	1				"no"			"Out-of-Town. Private. Each player can have any number of Archaeological Digs in play. Card memory does not apply to Archaeological Digs."
"Buster's Gambling Hall"	"deeds"	"Rev"	"C"	7		5	2	1			"no"			"Public Casino. Saloon"
"Candy Shop"	"deeds"	"Rev"	"C"	"A"		4	2				"no"			"Public"
"Gadget Warehouse"	"deeds"	"Rev"	"R1"	6		2	1				"no"			"Private Controller Noon Pull: Target a Gadget in your hand and pay the Gadget's ghost rock cost. If the pull exceeds the Gadget's Difficulty, attach the Gadget to one of your Dudes at the Gadget Warehouse. Otherwise, discard the Gadget."
"Museum"	"deeds"	"Rev"	"R1"	9		3	0	"*"			"no"			"Public. The Museum's Control Points equal the number of Archaeological Digs in play."
"Grendel's Eye Strike"	"deeds"	"Rev"	"C"	2		7	3	2			"no"			"Private Strike Card effects cannot change the Control Points or Production of the Grendel's Eye Strike."
